Completion_Time_mean,Completion_Time_lower90,Completion_Time_upper90,Downtime_mean,Downtime_lower90,Downtime_upper90,Energy_Used_mean,Energy_Used_lower90,Energy_Used_upper90,Machine_Wear_mean,Machine_Wear_lower90,Machine_Wear_upper90,Predictive_Failure_Score_mean,Predictive_Failure_Score_lower90,Predictive_Failure_Score_upper90,Error_mean,Error_lower90,Error_upper90,Maintenance_Required_p_cal,Maintenance_Required_p_lower,Maintenance_Required_p_upper,Maintenance_Required_label,Optimization_Success_p_cal,Optimization_Success_p_lower,Optimization_Success_p_upper,Optimization_Success_label,baseline,ctx_Process_Variable,ctx_Machine_Load,ctx_Queue_Length,ctx_Deadline,ctx_Temperature,ctx_Vibration_Level,ctx_Sensor_Status,lever_PID_Output,lever_Fuzzy_Tuned_Kp,lever_Fuzzy_Tuned_Ki,lever_Fuzzy_Tuned_Kd,lever_Resource_Allocated,lever_Priority_Level,feasible,constraint_violation,completion_violation,maintenance_violation,success_violation,failure_violation,pareto,score,recommended
78.379684,26.409607,130.34976,5.1351533,-1.5058837,11.77619,20.131704,11.837995,28.425415,50.881058,5.9646645,95.797455,0.49902505,0.04846599,0.95117307,7.058773,6.466434,7.651112,0.21979865,0.20071635,0.24015006,1,0.3286219,0.32113612,0.3755073,1,0,72.95076208,52.37782664540765,4,111,36.94598945212311,0.6062311414302038,Fail,54.76690676560853,1.519967880709817,0.30729903575411305,0.41959729540595847,159.50247501068395,1,0,0.35318606286435517,0.17432217984586149,0.0,0.17886388301849365,0.0,1,1219.2845386621116,1
